byte,input,output,counter_before,lfsr_before,positions_before,step_mask,center_mask,center_input,center_output,counter_after,lfsr_after,positions_after
607,80,4d,000000000000025f,95b4ad872dd5bbbb,6ff142d3,0b,88,90,18,0000000000000260,92da56c396eadddd,70f242d4
608,f8,da,0000000000000260,92da56c396eadddd,70f242d4,0e,a2,b5,17,0000000000000261,916d2b61cb756eee,70f343d5
609,31,0a,0000000000000261,916d2b61cb756eee,70f343d5,0f,7f,43,3c,0000000000000262,48b695b0e5bab777,71f444d6
610,6a,57,0000000000000262,48b695b0e5bab777,71f444d6,05,83,73,f0,0000000000000263,fc5b4ad872dd5bbb,72f445d6
611,a3,b2,0000000000000263,fc5b4ad872dd5bbb,72f445d6,07,3e,c5,fb,0000000000000264,a62da56c396eaddd,73f546d6
612,1d,f2,0000000000000264,a62da56c396eaddd,73f546d6,0c,18,2e,36,0000000000000265,8b16d2b61cb756ee,73f547d7
613,54,9c,0000000000000265,8b16d2b61cb756ee,73f547d7,0e,18,40,58,0000000000000266,458b695b0e5bab77,73f648d8
614,8f,e9,0000000000000266,458b695b0e5bab77,73f648d8,0f,3e,c8,f6,0000000000000267,fac5b4ad872dd5bb,74f749d9
615,c6,6a,0000000000000267,fac5b4ad872dd5bb,74f749d9,0c,ce,8a,44,0000000000000268,a562da56c396eadd,74f74ada
616,32,bd,0000000000000268,a562da56c396eadd,74f74ada,0c,55,76,23,0000000000000269,8ab16d2b61cb756e,74f74bdb
617,6b,d2,0000000000000269,8ab16d2b61cb756e,74f74bdb,08,46,3c,7a,000000000000026a,4558b695b0e5bab7,74f74bdc
618,a0,9e,000000000000026a,4558b695b0e5bab7,74f74bdc,02,2b,e9,c2,000000000000026b,faac5b4ad872dd5b,74f84bdc
619,19,ba,000000000000026b,faac5b4ad872dd5b,74f84bdc,09,e6,88,6e,000000000000026c,a5562da56c396ead,75f84bdd
620,57,2d,000000000000026c,a5562da56c396ead,75f84bdd,0a,27,4a,6d,000000000000026d,8aab16d2b61cb756,75f94bde
621,8e,5c,000000000000026d,8aab16d2b61cb756,75f94bde,04,bd,ac,11,000000000000026e,45558b695b0e5bab,75f94cde
622,c5,84,000000000000026e,45558b695b0e5bab,75f94cde,07,7c,aa,d6,000000000000026f,faaac5b4ad872dd5,76fa4dde
623,3c,4d,000000000000026f,faaac5b4ad872dd5,76fa4dde,00,5e,9a,c4,0000000000000270,a55562da56c396ea,76fa4dde
624,6c,66,0000000000000270,a55562da56c396ea,76fa4dde,02,92,35,a7,0000000000000271,52aab16d2b61cb75,76fb4dde
625,a5,d7,0000000000000271,52aab16d2b61cb75,76fb4dde,05,40,29,69,0000000000000272,f15558b695b0e5ba,77fb4ede
626,1e,8d,0000000000000272,f15558b695b0e5ba,77fb4ede,05,d4,bc,68,0000000000000273,78aaac5b4ad872dd,78fb4fde
627,57,2c,0000000000000273,78aaac5b4ad872dd,78fb4fde,0e,12,c8,da,0000000000000274,e455562da56c396e,78fc50df
628,89,50,0000000000000274,e455562da56c396e,78fc50df,08,79,19,60,0000000000000275,722aab16d2b61cb7,78fc50e0
629,c0,f6,0000000000000275,722aab16d2b61cb7,78fc50e0,02,72,ce,bc,0000000000000276,e115558b695b0e5b,78fd50e0
630,3b,9e,0000000000000276,e115558b695b0e5b,78fd50e0,05,f9,28,d1,0000000000000277,a88aaac5b4ad872d,79fd51e0
631,72,17,0000000000000277,a88aaac5b4ad872d,79fd51e0,02,1e,23,3d,0000000000000278,8c455562da56c396,79fe51e0
632,a6,bc,0000000000000278,8c455562da56c396,79fe51e0,0f,a6,a4,02,0000000000000279,4622aab16d2b61cb,7aff52e1
633,1f,3e,0000000000000279,4622aab16d2b61cb,7aff52e1,0a,ee,4c,a2,000000000000027a,fb115558b695b0e5,7a0052e2
634,54,bf,000000000000027a,fb115558b695b0e5,7a0052e2,02,3b,d9,e2,000000000000027b,a588aaac5b4ad872,7a0152e2
635,8d,24,000000000000027b,a588aaac5b4ad872,7a0152e2,00,55,78,2d,000000000000027c,52c455562da56c39,7a0152e2
636,c3,ed,000000000000027c,52c455562da56c39,7a0152e2,0e,6a,72,18,000000000000027d,f1622aab16d2b61c,7a0253e3
637,3a,3d,000000000000027d,f1622aab16d2b61c,7a0253e3,0b,13,6a,79,000000000000027e,78b115558b695b0e,7b0353e4
638,71,5a,000000000000027e,78b115558b695b0e,7b0353e4,01,55,69,3c,000000000000027f,3c588aaac5b4ad87,7c0353e4
639,a8,74,000000000000027f,3c588aaac5b4ad87,7c0353e4,04,fc,72,8e,0000000000000280,c62c455562da56c3,7c0354e4
640,20,5c,0000000000000280,c62c455562da56c3,7c0354e4,06,64,9e,fa,0000000000000281,bb1622aab16d2b61,7c0455e4
641,69,1f,0000000000000281,bb1622aab16d2b61,7c0455e4,03,29,17,3e,0000000000000282,858b115558b695b0,7d0555e4
642,b2,15,0000000000000282,858b115558b695b0,7d0555e4,0a,20,e9,c9,0000000000000283,42c588aaac5b4ad8,7d0655e5
643,fb,83,0000000000000283,42c588aaac5b4ad8,7d0655e5,0a,9a,6c,f6,0000000000000284,2162c455562da56c,7d0755e6
644,05,23,0000000000000284,2162c455562da56c,7d0755e6,0f,1d,4d,50,0000000000000285,10b1622aab16d2b6,7e0856e7
645,4c,30,0000000000000285,10b1622aab16d2b6,7e0856e7,03,84,70,f4,0000000000000286,0858b115558b695b,7f0956e7
646,97,78,0000000000000286,0858b115558b695b,7f0956e7,0a,34,0b,3f,0000000000000287,dc2c588aaac5b4ad,7f0a56e8
647,de,bf,0000000000000287,dc2c588aaac5b4ad,7f0a56e8,0c,2d,33,1e,0000000000000288,b6162c455562da56,7f0a57e9
648,6a,df,0000000000000288,b6162c455562da56,7f0a57e9,0f,36,f7,c1,0000000000000289,5b0b1622aab16d2b,800b58ea
649,b3,19,0000000000000289,5b0b1622aab16d2b,800b58ea,0f,71,11,60,000000000000028a,f5858b115558b695,810c59eb
650,f8,8d,000000000000028a,f5858b115558b695,810c59eb,07,2e,72,5c,000000000000028b,a2c2c588aaac5b4a,820d5aeb
651,01,15,000000000000028b,a2c2c588aaac5b4a,820d5aeb,0d,63,8e,ed,000000000000028c,516162c455562da5,830d5bec
652,4f,97,000000000000028c,516162c455562da5,830d5bec,00,b6,d8,6e,000000000000028d,f0b0b1622aab16d2,830d5bec
653,96,df,000000000000028d,f0b0b1622aab16d2,830d5bec,0a,d3,7e,ad,000000000000028e,785858b115558b69,830e5bed
654,dd,15,000000000000028e,785858b115558b69,830e5bed,04,e0,a1,41,000000000000028f,e42c2c588aaac5b4,830e5ced
655,64,72,000000000000028f,e42c2c588aaac5b4,830e5ced,06,a4,68,cc,0000000000000290,7216162c455562da,830f5ded
656,b4,14,0000000000000290,7216162c455562da,830f5ded,0b,a9,3c,95,0000000000000291,390b0b1622aab16d,84105dee
657,fd,03,0000000000000291,390b0b1622aab16d,84105dee,03,87,2e,a9,0000000000000292,c485858b115558b6,85115dee
658,06,60,0000000000000292,c485858b115558b6,85115dee,0f,a1,a5,04,0000000000000293,6242c2c588aaac5b,86125eef
659,4f,91,0000000000000293,6242c2c588aaac5b,86125eef,0c,10,4a,5a,0000000000000294,e9216162c455562d,86125ff0
660,91,4a,0000000000000294,e9216162c455562d,86125ff0,05,6a,ba,d0,0000000000000295,ac90b0b1622aab16,871260f0
661,d8,1e,0000000000000295,ac90b0b1622aab16,871260f0,09,c3,00,c3,0000000000000296,56485858b115558b,881260f1
662,63,d0,0000000000000296,56485858b115558b,881260f1,05,0c,ba,b6,0000000000000297,f3242c2c588aaac5,891261f1
663,aa,03,0000000000000297,f3242c2c588aaac5,891261f1,0a,1d,00,1d,0000000000000298,a19216162c455562,891361f2
664,fe,56,0000000000000298,a19216162c455562,891361f2,0a,78,99,e1,0000000000000299,50c90b0b1622aab1,891461f3
665,07,e7,0000000000000299,50c90b0b1622aab1,891461f3,09,f8,bc,44,000000000000029a,f06485858b115558,8a1461f4
666,4c,ee,000000000000029a,f06485858b115558,8a1461f4,0c,e1,dd,3c,000000000000029b,783242c2c588aaac,8a1462f5
667,95,9b,000000000000029b,783242c2c588aaac,8a1462f5,04,c0,a1,61,000000000000029c,3c19216162c45556,8a1463f5
668,db,a1,000000000000029c,3c19216162c45556,8a1463f5,01,cb,41,8a,000000000000029d,1e0c90b0b1622aab,8b1463f5
669,62,6d,000000000000029d,1e0c90b0b1622aab,8b1463f5,0b,87,84,03,000000000000029e,d706485858b11555,8c1563f6
670,a9,78,000000000000029e,d706485858b11555,8c1563f6,00,30,1a,2a,000000000000029f,b383242c2c588aaa,8c1563f6
671,f0,f8,000000000000029f,b383242c2c588aaa,8c1563f6,0a,73,a0,d3,00000000000002a0,59c19216162c4555,8c1663f7
672,08,5b,00000000000002a0,59c19216162c4555,8c1663f7,02,08,c6,ce,00000000000002a1,f4e0c90b0b1622aa,8c1763f7
673,41,6d,00000000000002a1,f4e0c90b0b1622aa,8c1763f7,0b,fd,97,6a,00000000000002a2,7a706485858b1155,8d1863f8
674,9a,45,00000000000002a2,7a706485858b1155,8d1863f8,03,0e,f0,fe,00000000000002a3,e5383242c2c588aa,8e1963f8
675,d3,5f,00000000000002a3,e5383242c2c588aa,8e1963f8,0c,2b,d3,f8,00000000000002a4,729c19216162c455,8e1964f9
676,6d,2d,00000000000002a4,729c19216162c455,8e1964f9,07,dc,54,88,00000000000002a5,e14e0c90b0b1622a,8f1a65f9
677,a4,95,00000000000002a5,e14e0c90b0b1622a,8f1a65f9,0b,98,3c,a4,00000000000002a6,70a706485858b115,901b65fa
678,ff,9f,00000000000002a6,70a706485858b115,901b65fa,0e,e6,db,3d,00000000000002a7,e05383242c2c588a,901c66fb
679,36,54,00000000000002a7,e05383242c2c588a,901c66fb,0c,ff,99,66,00000000000002a8,7029c19216162c45,901c67fc
680,42,0d,00000000000002a8,7029c19216162c45,901c67fc,04,ff,8b,74,00000000000002a9,e014e0c90b0b1622,901c68fc
681,9b,87,00000000000002a9,e014e0c90b0b1622,901c68fc,0c,c1,ce,0f,00000000000002aa,700a706485858b11,901c69fd
682,d0,bb,00000000000002aa,700a706485858b11,901c69fd,01,f4,f2,06,00000000000002ab,e005383242c2c588,911c69fd
683,69,fa,00000000000002ab,e005383242c2c588,911c69fd,00,72,a7,d5,00000000000002ac,70029c19216162c4,911c69fd
684,a7,45,00000000000002ac,70029c19216162c4,911c69fd,06,a8,e7,4f,00000000000002ad,38014e0c90b0b162,911d6afd
685,fe,56,00000000000002ad,38014e0c90b0b162,911d6afd,0e,48,eb,a3,00000000000002ae,1c00a706485858b1,911e6bfe
686,35,c5,00000000000002ae,1c00a706485858b1,911e6bfe,05,53,6a,39,00000000000002af,d6005383242c2c58,921e6cfe
687,4c,2a,00000000000002af,d6005383242c2c58,921e6cfe,0b,67,de,b9,00000000000002b0,6b0029c19216162c,931f6cff
688,9c,bc,00000000000002b0,6b0029c19216162c,931f6cff,00,4b,7b,30,00000000000002b1,358014e0c90b0b16,931f6cff
689,d5,43,00000000000002b1,358014e0c90b0b16,931f6cff,09,c4,d1,15,00000000000002b2,1ac00a706485858b,941f6c00
690,6e,33,00000000000002b2,1ac00a706485858b,941f6c00,04,7c,63,1f,00000000000002b3,d56005383242c2c5,941f6d00
691,a7,ce,00000000000002b3,d56005383242c2c5,941f6d00,07,ec,e6,0a,00000000000002b4,b2b0029c19216162,95206e00
692,f9,02,00000000000002b4,b2b0029c19216162,95206e00,0f,d4,60,b4,00000000000002b5,5958014e0c90b0b1,96216f01
693,30,37,00000000000002b5,5958014e0c90b0b1,96216f01,01,a6,a7,01,00000000000002b6,f4ac00a706485858,97216f01
694,4b,08,00000000000002b6,f4ac00a706485858,97216f01,06,d2,b5,67,00000000000002b7,7a56005383242c2c,97227001
695,82,ed,00000000000002b7,7a56005383242c2c,97227001,0e,03,71,72,00000000000002b8,3d2b0029c1921616,97237102
696,d6,61,00000000000002b8,3d2b0029c1921616,97237102,0b,91,c2,53,00000000000002b9,1e958014e0c90b0b,98247103
697,6f,9c,00000000000002b9,1e958014e0c90b0b,98247103,00,61,bc,dd,00000000000002ba,d74ac00a70648585,98247103
698,a4,9e,00000000000002ba,d74ac00a70648585,98247103,02,e0,0a,ea,00000000000002bb,b3a56005383242c2,98257103
699,fd,55,00000000000002bb,b3a56005383242c2,98257103,00,13,a8,bb,00000000000002bc,59d2b0029c192161,98257103
700,33,d0,00000000000002bc,59d2b0029c192161,98257103,05,73,04,77,00000000000002bd,f4e958014e0c90b0,99257203
701,4a,be,00000000000002bd,f4e958014e0c90b0,99257203,05,b0,5d,ed,00000000000002be,7a74ac00a7064858,9a257303
702,81,f5,00000000000002be,7a74ac00a7064858,9a257303,0d,22,02,20,00000000000002bf,3d3a56005383242c,9b257404
703,d8,86,00000000000002bf,3d3a56005383242c,9b257404,0b,8f,bf,30,00000000000002c0,1e9d2b0029c19216,9c267405
704,70,34,00000000000002c0,1e9d2b0029c19216,9c267405,03,98,dc,44,00000000000002c1,0f4e958014e0c90b,9d277405
705,b9,e7,00000000000002c1,0f4e958014e0c90b,9d277405,02,79,e7,9e,00000000000002c2,dfa74ac00a706485,9d287405
706,e2,ba,00000000000002c2,dfa74ac00a706485,9d287405,07,97,26,b1,00000000000002c3,b7d3a56005383242,9e297505
707,2b,a8,00000000000002c3,b7d3a56005383242,9e297505,0b,d8,84,5c,00000000000002c4,5be9d2b0029c1921,9f2a7506
708,55,bd,00000000000002c4,5be9d2b0029c1921,9f2a7506,04,9b,cf,54,00000000000002c5,f5f4e958014e0c90,9f2a7606
709,9c,30,00000000000002c5,f5f4e958014e0c90,9f2a7606,09,8f,12,9d,00000000000002c6,7afa74ac00a70648,a02a7607
710,c7,f1,00000000000002c6,7afa74ac00a70648,a02a7607,09,7a,e9,93,00000000000002c7,3d7d3a5600538324,a12a7608
711,0e,1a,00000000000002c7,3d7d3a5600538324,a12a7608,07,a9,81,28,00000000000002c8,1ebe9d2b0029c192,a22b7708
712,ba,55,00000000000002c8,1ebe9d2b0029c192,a22b7708,08,36,5e,68,00000000000002c9,0f5f4e958014e0c9,a22b7709
713,e3,15,00000000000002c9,0f5f4e958014e0c9,a22b7709,0d,23,44,67,00000000000002ca,dfafa74ac00a7064,a32b780a
714,28,c9,00000000000002ca,dfafa74ac00a7064,a32b780a,0d,a2,c4,66,00000000000002cb,6fd7d3a560053832,a42b790b
715,51,13,00000000000002cb,6fd7d3a560053832,a42b790b,02,40,2c,6c,00000000000002cc,37ebe9d2b0029c19,a42c790b
716,9f,b7,00000000000002cc,37ebe9d2b0029c19,a42c790b,03,4c,1b,57,00000000000002cd,c3f5f4e958014e0c,a52d790b
717,c6,c3,00000000000002cd,c3f5f4e958014e0c,a52d790b,08,af,0e,a1,00000000000002ce,61fafa74ac00a706,a52d790c
718,0d,b7,00000000000002ce,61fafa74ac00a706,a52d790c,04,dd,66,bb,00000000000002cf,30fd7d3a56005383,a52d7a0c
719,b4,b9,00000000000002cf,30fd7d3a56005383,a52d7a0c,0f,47,e1,a6,00000000000002d0,c07ebe9d2b0029c1,a62e7b0d
720,e4,c3,00000000000002d0,c07ebe9d2b0029c1,a62e7b0d,0a,b7,6e,d9,00000000000002d1,b83f5f4e958014e0,a62f7b0e
721,2d,8a,00000000000002d1,b83f5f4e958014e0,a62f7b0e,06,08,95,9d,00000000000002d2,5c1fafa74ac00a70,a6307c0e
722,56,56,00000000000002d2,5c1fafa74ac00a70,a6307c0e,0e,00,66,66,00000000000002d3,2e0fd7d3a5600538,a6317d0f
723,9f,ba,00000000000002d3,2e0fd7d3a5600538,a6317d0f,06,f6,e5,13,00000000000002d4,1707ebe9d2b0029c,a6327e0f
724,c1,de,00000000000002d4,1707ebe9d2b0029c,a6327e0f,08,c9,2b,e2,00000000000002d5,0b83f5f4e958014e,a6327e10
725,08,3f,00000000000002d5,0b83f5f4e958014e,a6327e10,01,37,46,71,00000000000002d6,05c1fafa74ac00a7,a7327e10
726,b3,eb,00000000000002d6,05c1fafa74ac00a7,a7327e10,04,6e,17,79,00000000000002d7,dae0fd7d3a560053,a7327f10
727,fa,b8,00000000000002d7,dae0fd7d3a560053,a7327f10,03,c1,f1,30,00000000000002d8,b5707ebe9d2b0029,a8337f10
728,2e,df,00000000000002d8,b5707ebe9d2b0029,a8337f10,01,69,5b,32,00000000000002d9,82b83f5f4e958014,a9337f10
729,57,88,00000000000002d9,82b83f5f4e958014,a9337f10,0d,27,ee,c9,00000000000002da,415c1fafa74ac00a,aa338011
730,9c,04,00000000000002da,415c1fafa74ac00a,aa338011,07,fb,d3,28,00000000000002db,20ae0fd7d3a56005,ab348111
731,c5,e3,00000000000002db,20ae0fd7d3a56005,ab348111,00,c5,db,1e,00000000000002dc,c85707ebe9d2b002,ab348111
732,0b,2e,00000000000002dc,c85707ebe9d2b002,ab348111,06,43,7f,3c,00000000000002dd,642b83f5f4e95801,ab358211
733,b2,c3,00000000000002dd,642b83f5f4e95801,ab358211,04,02,66,64,00000000000002de,ea15c1fafa74ac00,ab358311
734,f9,36,00000000000002de,ea15c1fafa74ac00,ab358311,05,37,ac,9b,00000000000002df,750ae0fd7d3a5600,ac358411
735,20,43,00000000000002df,750ae0fd7d3a5600,ac358411,0f,6c,d1,bd,00000000000002e0,3a85707ebe9d2b00,ad368512
736,58,7b,00000000000002e0,3a85707ebe9d2b00,ad368512,0b,65,19,7c,00000000000002e1,1d42b83f5f4e9580,ae378513
737,91,71,00000000000002e1,1d42b83f5f4e9580,ae378513,0e,45,5c,19,00000000000002e2,0ea15c1fafa74ac0,ae388614
738,ca,9b,00000000000002e2,0ea15c1fafa74ac0,ae388614,09,08,71,79,00000000000002e3,0750ae0fd7d3a560,af388615
739,03,3c,00000000000002e3,0750ae0fd7d3a560,af388615,0f,ec,9a,76,00000000000002e4,03a85707ebe9d2b0,b0398716
740,bd,8d,00000000000002e4,03a85707ebe9d2b0,b0398716,07,48,b7,ff,00000000000002e5,01d42b83f5f4e958,b13a8816
741,f4,4e,00000000000002e5,01d42b83f5f4e958,b13a8816,01,9a,f8,62,00000000000002e6,00ea15c1fafa74ac,b23a8816
742,2f,58,00000000000002e6,00ea15c1fafa74ac,b23a8816,08,5d,8d,d0,00000000000002e7,00750ae0fd7d3a56,b23a8817
743,66,51,00000000000002e7,00750ae0fd7d3a56,b23a8817,0c,dc,a3,7f,00000000000002e8,003a85707ebe9d2b,b23a8918
744,92,b4,00000000000002e8,003a85707ebe9d2b,b23a8918,07,1f,ea,f5,00000000000002e9,d81d42b83f5f4e95,b33b8a18
745,cb,92,00000000000002e9,d81d42b83f5f4e95,b33b8a18,0d,2e,72,5c,00000000000002ea,b40ea15c1fafa74a,b43b8b19
746,00,41,00000000000002ea,b40ea15c1fafa74a,b43b8b19,0b,7c,9e,e2,00000000000002eb,5a0750ae0fd7d3a5,b53c8b1a
747,b9,85,00000000000002eb,5a0750ae0fd7d3a5,b53c8b1a,01,7e,ac,d2,00000000000002ec,f503a85707ebe9d2,b63c8b1a
748,f7,69,00000000000002ec,f503a85707ebe9d2,b63c8b1a,0e,d7,f3,24,00000000000002ed,7a81d42b83f5f4e9,b63d8c1b
749,2e,77,00000000000002ed,7a81d42b83f5f4e9,b63d8c1b,04,0e,c6,c8,00000000000002ee,e540ea15c1fafa74,b63d8d1b
750,65,a3,00000000000002ee,e540ea15c1fafa74,b63d8d1b,07,fd,da,27,00000000000002ef,72a0750ae0fd7d3a,b73e8e1b
751,9c,a4,00000000000002ef,72a0750ae0fd7d3a,b73e8e1b,0a,70,bc,cc,00000000000002f0,39503a85707ebe9d,b73f8e1c
752,cc,73,00000000000002f0,39503a85707ebe9d,b73f8e1c,0e,f2,9d,6f,00000000000002f1,c4a81d42b83f5f4e,b7408f1d
753,05,8d,00000000000002f1,c4a81d42b83f5f4e,b7408f1d,0d,98,c9,51,00000000000002f2,62540ea15c1fafa7,b840901e
754,be,e8,00000000000002f2,62540ea15c1fafa7,b840901e,05,96,08,9e,00000000000002f3,e92a0750ae0fd7d3,b940911e
755,f7,2c,00000000000002f3,e92a0750ae0fd7d3,b940911e,05,40,90,d0,00000000000002f4,ac9503a85707ebe9,ba40921e
756,29,bf,00000000000002f4,ac9503a85707ebe9,ba40921e,0f,c5,da,1f,00000000000002f5,8e4a81d42b83f5f4,bb41931f
757,60,6f,00000000000002f5,8e4a81d42b83f5f4,bb41931f,07,4d,8b,c6,00000000000002f6,472540ea15c1fafa,bc42941f
758,9b,05,00000000000002f6,472540ea15c1fafa,bc42941f,0a,a2,c6,64,00000000000002f7,2392a0750ae0fd7d,bc439420
759,d2,3e,00000000000002f7,2392a0750ae0fd7d,bc439420,08,9b,df,44,00000000000002f8,c9c9503a85707ebe,bc439421
760,06,d2,00000000000002f8,c9c9503a85707ebe,bc439421,06,66,46,20,00000000000002f9,64e4a81d42b83f5f,bc449521
761,bf,50,00000000000002f9,64e4a81d42b83f5f,bc449521,09,4c,55,19,00000000000002fa,ea72540ea15c1faf,bd449522
762,f4,bd,00000000000002fa,ea72540ea15c1faf,bd449522,01,52,75,27,00000000000002fb,ad392a0750ae0fd7,be449522
763,2d,3d,00000000000002fb,ad392a0750ae0fd7,be449522,0e,39,f5,cc,00000000000002fc,8e9c9503a85707eb,be459623
764,63,67,00000000000002fc,8e9c9503a85707eb,be459623,0c,99,24,bd,00000000000002fd,9f4e4a81d42b83f5,be459724
765,9a,4e,00000000000002fd,9f4e4a81d42b83f5,be459724,08,e2,e2,00,00000000000002fe,97a72540ea15c1fa,be459725
766,d1,3c,00000000000002fe,97a72540ea15c1fa,be459725,00,ef,16,f9,00000000000002ff,4bd392a0750ae0fd,be459725
767,08,81,00000000000002ff,4bd392a0750ae0fd,be459725,0d,e6,d1,37,0000000000000300,fde9c9503a85707e,bf459826
768,c0,f8,0000000000000300,fde9c9503a85707e,bf459826,0b,e0,87,67,0000000000000301,7ef4e4a81d42b83f,c0469827
769,89,53,0000000000000301,7ef4e4a81d42b83f,c0469827,00,8d,f7,7a,0000000000000302,e77a72540ea15c1f,c0469827
770,52,1f,0000000000000302,e77a72540ea15c1f,c0469827,02,1f,50,4f,0000000000000303,abbd392a0750ae0f,c0479827
771,1b,5c,0000000000000303,abbd392a0750ae0f,c0479827,0d,6b,03,68,0000000000000304,8dde9c9503a85707,c1479928
772,e5,fd,0000000000000304,8dde9c9503a85707,c1479928,06,76,89,ff,0000000000000305,9eef4e4a81d42b83,c1489a28
773,ac,15,0000000000000305,9eef4e4a81d42b83,c1489a28,02,f6,97,61,0000000000000306,9777a72540ea15c1,c1499a28
774,77,14,0000000000000306,9777a72540ea15c1,c1499a28,01,0d,11,1c,0000000000000307,93bbd392a0750ae0,c2499a28
775,3e,14,0000000000000307,93bbd392a0750ae0,c2499a28,0a,56,24,72,0000000000000308,49dde9c9503a8570,c24a9a29
776,8a,3d,0000000000000308,49dde9c9503a8570,c24a9a29,0a,ee,df,31,0000000000000309,24eef4e4a81d42b8,c24b9a2a
777,53,bf,0000000000000309,24eef4e4a81d42b8,c24b9a2a,01,63,f6,95,000000000000030a,12777a72540ea15c,c34b9a2a
778,18,1d,000000000000030a,12777a72540ea15c,c34b9a2a,03,73,75,06,000000000000030b,093bbd392a0750ae,c44c9a2a
779,e1,2b,000000000000030b,093bbd392a0750ae,c44c9a2a,0d,43,f5,b6,000000000000030c,049dde9c9503a857,c54c9b2b
780,af,eb,000000000000030c,049dde9c9503a857,c54c9b2b,06,36,a6,90,000000000000030d,da4eef4e4a81d42b,c54d9c2b
781,76,1f,000000000000030d,da4eef4e4a81d42b,c54d9c2b,02,67,15,72,000000000000030e,b52777a72540ea15,c54e9c2b
782,3d,52,000000000000030e,b52777a72540ea15,c54e9c2b,03,75,fc,89,000000000000030f,8293bbd392a0750a,c64f9c2b
783,84,00,000000000000030f,8293bbd392a0750a,c64f9c2b,01,30,03,33,0000000000000310,4149dde9c9503a85,c74f9c2b
784,54,82,0000000000000310,4149dde9c9503a85,c74f9c2b,03,3e,34,0a,0000000000000311,f8a4eef4e4a81d42,c8509c2b
785,1d,c8,0000000000000311,f8a4eef4e4a81d42,c8509c2b,05,b2,de,6c,0000000000000312,7c52777a72540ea1,c9509d2b
786,e6,69,0000000000000312,7c52777a72540ea1,c9509d2b,02,60,d7,b7,0000000000000313,e6293bbd392a0750,c9519d2b
787,af,b0,0000000000000313,e6293bbd392a0750,c9519d2b,01,57,90,c7,0000000000000314,73149dde9c9503a8,ca519d2b
788,71,4f,0000000000000314,73149dde9c9503a8,ca519d2b,01,0d,36,3b,0000000000000315,398a4eef4e4a81d4,cb519d2b
789,38,83,0000000000000315,398a4eef4e4a81d4,cb519d2b,01,65,99,fc,0000000000000316,1cc52777a72540ea,cc519d2b
790,83,0c,0000000000000316,1cc52777a72540ea,cc519d2b,00,ab,ae,05,0000000000000317,0e6293bbd392a075,cc519d2b
791,4a,74,0000000000000317,0e6293bbd392a075,cc519d2b,05,e5,5d,b8,0000000000000318,df3149dde9c9503a,cd519e2b
792,1e,c7,0000000000000318,df3149dde9c9503a,cd519e2b,03,b9,1c,a5,0000000000000319,6f98a4eef4e4a81d,ce529e2b
793,e7,0b,0000000000000319,6f98a4eef4e4a81d,ce529e2b,02,83,2f,ac,000000000000031a,efcc52777a72540e,ce539e2b
794,ac,1c,000000000000031a,efcc52777a72540e,ce539e2b,0e,65,26,43,000000000000031b,77e6293bbd392a07,ce549f2c
795,75,8b,000000000000031b,77e6293bbd392a07,ce549f2c,03,1f,9a,85,000000000000031c,e3f3149dde9c9503,cf559f2c
796,3b,58,000000000000031c,e3f3149dde9c9503,cf559f2c,09,cf,e5,2a,000000000000031d,a9f98a4eef4e4a81,d0559f2d
797,82,c1,000000000000031d,a9f98a4eef4e4a81,d0559f2d,01,ec,1b,f7,000000000000031e,8cfcc52777a72540,d1559f2d
798,49,a1,000000000000031e,8cfcc52777a72540,d1559f2d,02,13,dd,ce,000000000000031f,467e6293bbd392a0,d1569f2d
799,10,aa,000000000000031f,467e6293bbd392a0,d1569f2d,05,7b,26,5d,0000000000000320,233f3149dde9c950,d256a02d
800,e8,e6,0000000000000320,233f3149dde9c950,d256a02d,01,b9,67,de,0000000000000321,119f98a4eef4e4a8,d356a02d
801,a1,e5,0000000000000321,119f98a4eef4e4a8,d356a02d,05,26,71,57,0000000000000322,08cfcc52777a7254,d456a12d
802,7a,d1,0000000000000322,08cfcc52777a7254,d456a12d,05,08,8c,84,0000000000000323,0467e6293bbd392a,d556a22d
803,33,2f,0000000000000323,0467e6293bbd392a,d556a22d,00,9e,9c,02,0000000000000324,0233f3149dde9c95,d556a22d
804,8d,8f,0000000000000324,0233f3149dde9c95,d556a22d,08,9f,d4,4b,0000000000000325,d919f98a4eef4e4a,d556a22e
805,44,74,0000000000000325,d919f98a4eef4e4a,d556a22e,04,c1,ef,2e,0000000000000326,6c8cfcc52777a725,d556a32e
806,1f,df,0000000000000326,6c8cfcc52777a725,d556a32e,03,04,ca,ce,0000000000000327,ee467e6293bbd392,d657a32e
807,d6,df,0000000000000327,ee467e6293bbd392,d657a32e,0c,54,be,ea,0000000000000328,77233f3149dde9c9,d657a42f
808,a2,d0,0000000000000328,77233f3149dde9c9,d657a42f,0d,88,7f,f7,0000000000000329,e3919f98a4eef4e4,d757a530
809,7b,22,0000000000000329,e3919f98a4eef4e4,d757a530,01,8c,3f,b3,000000000000032a,71c8cfcc52777a72,d857a530
810,30,68,000000000000032a,71c8cfcc52777a72,d857a530,05,7a,42,38,000000000000032b,38e467e6293bbd39,d957a630
811,89,19,000000000000032b,38e467e6293bbd39,d957a630,0b,60,92,f2,000000000000032c,c47233f3149dde9c,da58a631
812,47,0b,000000000000032c,c47233f3149dde9c,da58a631,01,7b,d0,ab,000000000000032d,623919f98a4eef4e,db58a631
