  [141/400·141] UUUVIRSIBENNULEINSANANEIYY@15 edges=26 letters=19 loops=9 central=N dead at the board                      2031s  42.6M/s ETA  62.2 min
  [142/400·142] UUUVIRSIBENNULEINSANANEIYY@24 edges=26 letters=18 loops=9 central=N dead at the board                      2046s  42.6M/s ETA  61.9 min
  [143/400·143] UUUVIRSIBENNULEINSYNACHRYY@15 edges=26 letters=19 loops=9 central=R dead at the board                      2061s  42.6M/s ETA  61.7 min
  [144/400·144] UUUVIRSIBENNULEINSYNACHRYY@17 edges=26 letters=20 loops=9 central=R dead at the board                      2076s  42.6M/s ETA  61.5 min
  [145/400·145] UUUVIRSIBENNULEINSYNACHRYY@24 edges=26 letters=18 loops=9 central=R dead at the board                      2091s  42.6M/s ETA  61.3 min
  [146/400·146] XXUUUVIRSIBENNULEINSYNACHR@15 edges=26 letters=20 loops=9 central=R dead at the board                      2105s  42.6M/s ETA  61.0 min
  [147/400·147] YYUUUVIRSIBENNULEINSANANEI@15 edges=26 letters=19 loops=9 central=N dead at the board                      2118s  42.6M/s ETA  60.7 min
  [148/400·148] UUUVIRSIBENNULEINSYNACHRXY@17 edges=26 letters=21 loops=9 central=R dead at the board                      2130s  42.7M/s ETA  60.5 min
  [149/400·149] XXKOMXAAMXUUUBOOTEGKDOSVX@0 edges=25 letters=19 loops=9 central=X    8081 stops → 0 valid 10-plug completions    2140s  42.8M/s ETA  60.1 min
  [150/400·150] XXKOMXADMXUUUBOOTEEKDOSVX@0 edges=25 letters=19 loops=9 central=X    6807 stops → 0 valid 10-plug completions    2149s  42.9M/s ETA  59.7 min
  [151/400·151] XXKOMXADMXUUUBOOTEOKDOSVX@0 edges=25 letters=19 loops=9 central=O dead at the board                      2162s  42.9M/s ETA  59.4 min
  [152/400·152] XXKOMXADMXUUUBOOTERKDOSVX@0 edges=25 letters=19 loops=9 central=X    6807 stops → 0 valid 10-plug completions    2171s  43.0M/s ETA  59.0 min
  [153/400·153] XXKOMXADMXUUUBOOTEUKDOSVX@0 edges=25 letters=19 loops=9 central=X    6807 stops → 0 valid 10-plug completions    2180s  43.1M/s ETA  58.7 min
  [154/400·154] XXKOMXAEMXUUUBOOTEGKDOSVX@0 edges=25 letters=19 loops=9 central=X    8081 stops → 0 valid 10-plug completions    2189s  43.2M/s ETA  58.3 min
  [155/400·155] XXKOMXAOMXUUUBOOTEGKDOSVX@0 edges=25 letters=19 loops=9 central=O dead at the board                      2202s  43.2M/s ETA  58.0 min
  [156/400·156] XXKOMXARMXUUUBOOTEGKDOSVX@0 edges=25 letters=19 loops=9 central=X    8081 stops → 0 valid 10-plug completions    2212s  43.3M/s ETA  57.7 min
  [157/400·157] XXKOMXATMXUUUBOOTEGKDOSVX@0 edges=25 letters=19 loops=9 central=X    8081 stops → 0 valid 10-plug completions    2221s  43.4M/s ETA  57.3 min
  [158/400·158] XXKOMXAUMXUUUBOOTEGKDOSVX@0 edges=25 letters=19 loops=9 central=X    8081 stops → 0 valid 10-plug completions    2230s  43.5M/s ETA  56.9 min
  [159/400·159] XXKOMXADMXUUUBOOTEAKDOSVX@0 edges=25 letters=19 loops=9 central=X    6807 stops → 0 valid 10-plug completions    2239s  43.6M/s ETA  56.6 min
  [160/400·160] XXKOMXADMXUUUBOOTETKDOSVX@0 edges=25 letters=19 loops=9 central=X    6807 stops → 0 valid 10-plug completions    2249s  43.7M/s ETA  56.2 min
  [161/400·161] UUUVIRAIBENNULEINSANANEIY@24 edges=25 letters=18 loops=9 central=N dead at the board                      2267s  43.6M/s ETA  56.1 min
  [162/400·162] UUUVIRAIBENNULEINSANANEIY@26 edges=25 letters=18 loops=9 central=R dead at the board                      2278s  43.7M/s ETA  55.8 min
